District,TotalPositive,Discharged,ActiveCases,Death,Date
Krishnagiri,43496,42943,206,347,27-10-2021
Madurai,75155,73776,207,1172,27-10-2021
Mayiladuthurai,23262,22831,115,316,27-10-2021
Nagapattinam,21023,20488,194,341,27-10-2021
Namakkal,52065,51049,520,496,27-10-2021
Nilgiris,33494,33049,235,210,27-10-2021
Perambalur,12051,11773,35,243,27-10-2021
Pudukottai,30143,29596,132,415,27-10-2021
Ramanathapuram,20552,20127,68,357,27-10-2021
Ranipet,43389,42511,104,774,27-10-2021
Salem,99647,97361,603,1683,27-10-2021
Sivagangai,20148,19809,133,206,27-10-2021
Tenkasi,27347,26824,39,484,27-10-2021
Thanjavur,75187,73640,577,970,27-10-2021
Theni,43563,43004,39,520,27-10-2021
Thirupathur,29263,28563,75,625,27-10-2021
Thiruvallur,119235,116913,480,1842,27-10-2021
Thiruvannamalai,54902,54022,213,667,27-10-2021
Thiruvarur,41369,40647,284,438,27-10-2021
Thoothukudi,56253,55718,127,408,27-10-2021
Tirunelveli,49326,48741,154,431,27-10-2021
Tiruppur,95130,93429,724,977,27-10-2021
Trichy,77376,75843,478,1055,27-10-2021
Vellore,49805,48498,177,1130,27-10-2021
Villupuram,45817,45334,127,356,27-10-2021
Virudhunagar,46272,45661,63,548,27-10-2021
AirportSurveillance(International),1028,1024,3,1,27-10-2021
AirportSurveillance(Domestic),1085,1082,2,1,27-10-2021
RailwaySurveillance,428,428,0,0,27-10-2021
Ariyalur,16843,16532,50,261,28-10-2021
Chengalpattu,171514,168042,969,2503,28-10-2021
Chennai,554323,544274,1508,8541,28-10-2021
Coimbatore,246423,242683,1330,2410,28-10-2021
Cuddalore,64032,62947,218,867,28-10-2021
Dharmapuri,28385,27887,225,273,28-10-2021
Dindigul,33075,32328,102,645,28-10-2021
Erode,104094,102553,859,682,28-10-2021
Kallakurichi,31325,30994,121,210,28-10-2021
Kancheepuram,74873,73276,340,1257,28-10-2021
Kanyakumari,62311,61079,184,1048,28-10-2021
Karur,24031,23487,188,356,28-10-2021
Krishnagiri,43519,42969,203,347,28-10-2021
Madurai,75170,73795,203,1172,28-10-2021
Mayiladuthurai,23264,22840,108,316,28-10-2021
Nagapattinam,21034,20506,185,343,28-10-2021
Namakkal,52112,51101,515,496,28-10-2021
Nilgiris,33511,33078,223,210,28-10-2021
Perambalur,12055,11775,37,243,28-10-2021
Pudukottai,30152,29607,130,415,28-10-2021
Ramanathapuram,20556,20134,65,357,28-10-2021
Ranipet,43401,42523,104,774,28-10-2021
Salem,99709,97422,604,1683,28-10-2021
Sivagangai,20158,19824,128,206,28-10-2021
Tenkasi,27348,26826,38,484,28-10-2021
Thanjavur,75231,73698,563,970,28-10-2021
Theni,43564,43007,37,520,28-10-2021
Thirupathur,29274,28569,80,625,28-10-2021
Thiruvallur,119271,116972,457,1842,28-10-2021
Thiruvannamalai,54916,54044,205,667,28-10-2021
Thiruvarur,41393,40685,269,439,28-10-2021
Thoothukudi,56269,55731,130,408,28-10-2021
Tirunelveli,49340,48766,143,431,28-10-2021
Tiruppur,95195,93511,706,978,28-10-2021
Trichy,77418,75897,464,1057,28-10-2021
Vellore,49820,48519,171,1130,28-10-2021
Villupuram,45828,45350,122,356,28-10-2021
Virudhunagar,46276,45666,62,548,28-10-2021
AirportSurveillance(International),1028,1024,3,1,28-10-2021
AirportSurveillance(Domestic),1085,1082,2,1,28-10-2021
RailwaySurveillance,428,428,0,0,28-10-2021
Ariyalur,16847,16541,45,261,29-10-2021
Chengalpattu,171608,168139,966,2503,29-10-2021
Chennai,554439,544420,1477,8542,29-10-2021
Coimbatore,246544,242820,1312,2412,29-10-2021
Cuddalore,64051,62962,222,867,29-10-2021
Dharmapuri,28398,27913,211,274,29-10-2021
Dindigul,33083,32333,105,645,29-10-2021
Erode,104164,102645,837,682,29-10-2021
Kallakurichi,31336,31012,114,210,29-10-2021
Kancheepuram,74910,73310,343,1257,29-10-2021
Kanyakumari,62328,61091,189,1048,29-10-2021
Karur,24048,23496,196,356,29-10-2021
Krishnagiri,43536,42997,191,348,29-10-2021
Madurai,75188,73818,198,1172,29-10-2021
Mayiladuthurai,23273,22853,104,316,29-10-2021
Nagapattinam,21046,20522,181,343,29-10-2021
Namakkal,52154,51149,507,498,29-10-2021
Nilgiris,33529,33110,209,210,29-10-2021
Perambalur,12059,11779,37,243,29-10-2021
Pudukottai,30163,29614,133,416,29-10-2021
Ramanathapuram,20559,20144,58,357,29-10-2021
Ranipet,43412,42531,107,774,29-10-2021
Salem,99771,97488,600,1683,29-10-2021
Sivagangai,20171,19838,127,206,29-10-2021
Tenkasi,27350,26827,39,484,29-10-2021
Thanjavur,75273,73754,547,972,29-10-2021
Theni,43565,43009,36,520,29-10-2021
Thirupathur,29283,28582,76,625,29-10-2021
Thiruvallur,119309,117026,441,1842,29-10-2021
Thiruvannamalai,54935,54068,200,667,29-10-2021
Thiruvarur,41415,40714,262,439,29-10-2021
Thoothukudi,56281,55742,131,408,29-10-2021
Tirunelveli,49351,48785,135,431,29-10-2021
Tiruppur,95265,93579,708,978,29-10-2021
Trichy,77457,75944,456,1057,29-10-2021
Vellore,49830,48536,163,1131,29-10-2021
Villupuram,45838,45362,120,356,29-10-2021
Virudhunagar,46283,45672,63,548,29-10-2021
AirportSurveillance(International),1028,1025,2,1,29-10-2021
AirportSurveillance(Domestic),1085,1082,2,1,29-10-2021
RailwaySurveillance,428,428,0,0,29-10-2021
Ariyalur,16849,16545,43,261,30-10-2021
Chengalpattu,171694,168234,956,2504,30-10-2021
Chennai,554554,544558,1454,8542,30-10-2021
Coimbatore,246660,242944,1301,2415,30-10-2021
Cuddalore,64069,62979,223,867,30-10-2021
Dharmapuri,28409,27936,199,274,30-10-2021
Dindigul,33090,32341,104,645,30-10-2021
Erode,104235,102742,809,684,30-10-2021
Kallakurichi,31350,31033,107,210,30-10-2021
Kancheepuram,74940,73349,333,1258,30-10-2021
Kanyakumari,62345,61100,197,1048,30-10-2021
Karur,24071,23507,208,356,30-10-2021
Krishnagiri,43554,43017,189,348,30-10-2021
Madurai,75202,73836,194,1172,30-10-2021
Mayiladuthurai,23277,22868,93,316,30-10-2021
Nagapattinam,21058,20541,172,345,30-10-2021
Namakkal,52202,51202,502,498,30-10-2021
Nilgiris,33546,33139,197,210,30-10-2021
Perambalur,12065,11785,37,243,30-10-2021
Pudukottai,30171,29619,136,416,30-10-2021
Ramanathapuram,20561,20152,52,357,30-10-2021
Ranipet,43422,42543,104,775,30-10-2021
Salem,99831,97552,595,1684,30-10-2021
Sivagangai,20182,19845,131,206,30-10-2021
Tenkasi,27353,26830,39,484,30-10-2021
Thanjavur,75315,73815,528,972,30-10-2021
Theni,43570,43013,37,520,30-10-2021
Thirupathur,29291,28592,74,625,30-10-2021
Thiruvallur,119342,117083,417,1842,30-10-2021
Thiruvannamalai,54950,54094,189,667,30-10-2021
Thiruvarur,41438,40738,260,440,30-10-2021
Thoothukudi,56293,55748,137,408,30-10-2021
Tirunelveli,49363,48799,133,431,30-10-2021
Tiruppur,95336,93630,728,978,30-10-2021
Trichy,77497,75989,449,1059,30-10-2021
Vellore,49852,48549,172,1131,30-10-2021
Villupuram,45847,45371,120,356,30-10-2021
Virudhunagar,46289,45679,62,548,30-10-2021
AirportSurveillance(International),1028,1025,2,1,30-10-2021
AirportSurveillance(Domestic),1085,1082,2,1,30-10-2021
RailwaySurveillance,428,428,0,0,30-10-2021
Ariyalur,16854,16548,45,261,31-10-2021
Chengalpattu,171777,168327,944,2506,31-10-2021
Chennai,554672,544701,1425,8546,31-10-2021
Coimbatore,246780,243070,1294,2416,31-10-2021
Cuddalore,64085,62997,221,867,31-10-2021
Dharmapuri,28425,27957,194,274,31-10-2021
Dindigul,33099,32348,106,645,31-10-2021
Erode,104303,102836,781,686,31-10-2021
Kallakurichi,31364,31056,98,210,31-10-2021
Kancheepuram,74970,73386,326,1258,31-10-2021
Kanyakumari,62362,61112,202,1048,31-10-2021
Karur,24091,23523,212,356,31-10-2021
Krishnagiri,43570,43036,186,348,31-10-2021
Madurai,75215,73853,190,1172,31-10-2021
Mayiladuthurai,23280,22878,86,316,31-10-2021
Nagapattinam,21074,20561,167,346,31-10-2021
Namakkal,52245,51253,494,498,31-10-2021
Nilgiris,33566,33164,190,212,31-10-2021
Perambalur,12067,11790,34,243,31-10-2021
Pudukottai,30183,29627,140,416,31-10-2021
Ramanathapuram,20564,20158,49,357,31-10-2021
Ranipet,43436,42557,104,775,31-10-2021
Salem,99893,97619,589,1685,31-10-2021
Sivagangai,20195,19854,135,206,31-10-2021
Tenkasi,27357,26834,39,484,31-10-2021
Thanjavur,75352,73874,506,972,31-10-2021
Theni,43571,43018,32,521,31-10-2021
Thirupathur,29301,28600,76,625,31-10-2021
Thiruvallur,119370,117138,390,1842,31-10-2021
Thiruvannamalai,54968,54122,179,667,31-10-2021
Thiruvarur,41461,40760,259,442,31-10-2021
Thoothukudi,56304,55757,138,409,31-10-2021
Tirunelveli,49374,48812,130,432,31-10-2021
Tiruppur,95405,93683,743,979,31-10-2021
Trichy,77534,76038,437,1059,31-10-2021
Vellore,49864,48564,169,1131,31-10-2021
Villupuram,45857,45382,119,356,31-10-2021
Virudhunagar,46294,45687,59,548,31-10-2021
AirportSurveillance(International),1028,1025,2,1,31-10-2021
AirportSurveillance(Domestic),1085,1082,2,1,31-10-2021
RailwaySurveillance,428,428,0,0,31-10-2021
Ariyalur,16858,16550,47,261,11-01-2021
Chengalpattu,171862,168425,927,2510,11-01-2021
Chennai,554778,544838,1391,8549,11-01-2021
Coimbatore,246897,243201,1277,2419,11-01-2021
Cuddalore,64101,63021,213,867,11-01-2021
Dharmapuri,28441,27975,191,275,11-01-2021
Dindigul,33102,32361,96,645,11-01-2021
Erode,104374,102925,763,686,11-01-2021
Kallakurichi,31377,31075,92,210,11-01-2021
Kancheepuram,74999,73418,323,1258,11-01-2021
Kanyakumari,62382,61126,207,1049,11-01-2021
Karur,24114,23541,217,356,11-01-2021
Krishnagiri,43586,43052,186,348,11-01-2021
Madurai,75227,73876,178,1173,11-01-2021
Mayiladuthurai,23280,22890,74,316,11-01-2021
Nagapattinam,21086,20578,162,346,11-01-2021
Namakkal,52290,51301,491,498,11-01-2021
Nilgiris,33585,33186,187,212,11-01-2021
Perambalur,12067,11793,31,243,11-01-2021
Pudukottai,30194,29640,138,416,11-01-2021
Ramanathapuram,20570,20165,48,357,11-01-2021
Ranipet,43450,42569,106,775,11-01-2021
Salem,99950,97681,584,1685,11-01-2021
Sivagangai,20206,19869,130,207,11-01-2021
Tenkasi,27360,26839,37,484,11-01-2021
Thanjavur,75394,73925,495,974,11-01-2021
Theni,43573,43022,30,521,11-01-2021
Thirupathur,29309,28609,75,625,11-01-2021
Thiruvallur,119402,117181,379,1842,11-01-2021
Thiruvannamalai,54984,54142,175,667,11-01-2021
Thiruvarur,41484,40787,253,444,11-01-2021
Thoothukudi,56318,55770,139,409,11-01-2021
Tirunelveli,49383,48823,128,432,11-01-2021
Tiruppur,95473,93742,750,981,11-01-2021
Trichy,77569,76079,431,1059,11-01-2021
Vellore,49883,48572,180,1131,11-01-2021
Villupuram,45866,45392,118,356,11-01-2021
Virudhunagar,46298,45693,57,548,11-01-2021
AirportSurveillance(International),1028,1025,2,1,11-01-2021
AirportSurveillance(Domestic),1085,1083,1,1,11-01-2021
RailwaySurveillance,428,428,0,0,11-01-2021
Ariyalur,16861,16554,46,261,11-02-2021
Chengalpattu,171949,168519,918,2512,11-02-2021
Chennai,554881,544973,1354,8554,11-02-2021
Coimbatore,247011,243330,1261,2420,11-02-2021
Cuddalore,64116,63042,207,867,11-02-2021
Dharmapuri,28454,27995,184,275,11-02-2021
Dindigul,33107,32370,91,646,11-02-2021
Erode,104441,103007,747,687,11-02-2021
Kallakurichi,31389,31085,94,210,11-02-2021
Kancheepuram,75031,73444,329,1258,11-02-2021
Kanyakumari,62401,61145,207,1049,11-02-2021
Karur,24137,23558,222,357,11-02-2021
Krishnagiri,43602,43065,189,348,11-02-2021
Madurai,75237,73904,160,1173,11-02-2021
Mayiladuthurai,23286,22905,65,316,11-02-2021
Nagapattinam,21095,20589,159,347,11-02-2021
Namakkal,52335,51353,482,500,11-02-2021
Nilgiris,33607,33204,191,212,11-02-2021
Perambalur,12068,11795,30,243,11-02-2021
Pudukottai,30202,29656,130,416,11-02-2021
Ramanathapuram,20573,20173,42,358,11-02-2021
Ranipet,43458,42581,102,775,11-02-2021
Salem,100013,97739,589,1685,11-02-2021
Sivagangai,20221,19883,131,207,11-02-2021
Tenkasi,27362,26845,32,485,11-02-2021
Thanjavur,75432,73973,483,976,11-02-2021
Theni,43577,43025,31,521,11-02-2021
Thirupathur,29317,28616,76,625,11-02-2021
Thiruvallur,119433,117221,370,1842,11-02-2021
Thiruvannamalai,55003,54157,179,667,11-02-2021
Thiruvarur,41503,40811,248,444,11-02-2021
Thoothukudi,56327,55786,132,409,11-02-2021
Tirunelveli,49395,48833,129,433,11-02-2021
Tiruppur,95540,93809,750,981,11-02-2021
Trichy,77602,76118,424,1060,11-02-2021
Vellore,49901,48581,188,1132,11-02-2021
Villupuram,45877,45404,117,356,11-02-2021
Virudhunagar,46301,45698,55,548,11-02-2021
AirportSurveillance(International),1028,1025,2,1,11-02-2021
AirportSurveillance(Domestic),1085,1083,1,1,11-02-2021
RailwaySurveillance,428,428,0,0,11-02-2021
Ariyalur,16866,16557,48,261,11-03-2021
Chengalpattu,172033,168608,913,2512,11-03-2021
Chennai,554981,545100,1324,8557,11-03-2021
Coimbatore,247121,243455,1246,2420,11-03-2021
Cuddalore,64135,63064,204,867,11-03-2021
Dharmapuri,28471,28020,175,276,11-03-2021
Dindigul,33110,32381,82,647,11-03-2021
Erode,104506,103085,734,687,11-03-2021
Kallakurichi,31400,31093,97,210,11-03-2021
Kancheepuram,75059,73468,333,1258,11-03-2021
Kanyakumari,62419,61166,203,1050,11-03-2021
Karur,24161,23577,227,357,11-03-2021
Krishnagiri,43618,43075,194,349,11-03-2021
Madurai,75247,73921,151,1175,11-03-2021
Mayiladuthurai,23290,22917,57,316,11-03-2021
Nagapattinam,21106,20603,154,349,11-03-2021
Namakkal,52386,51410,475,501,11-03-2021
Nilgiris,33628,33220,195,213,11-03-2021
Perambalur,12072,11796,32,244,11-03-2021
Pudukottai,30209,29671,122,416,11-03-2021
Ramanathapuram,20574,20180,36,358,11-03-2021
Ranipet,43464,42590,99,775,11-03-2021
Salem,100071,97791,594,1686,11-03-2021
Sivagangai,20234,19896,131,207,11-03-2021
Tenkasi,27368,26847,36,485,11-03-2021
Thanjavur,75467,74024,467,976,11-03-2021
Theni,43578,43030,27,521,11-03-2021
Thirupathur,29323,28622,76,625,11-03-2021
Thiruvallur,119467,117260,365,1842,11-03-2021
Thiruvannamalai,55017,54175,174,668,11-03-2021
Thiruvarur,41529,40831,252,446,11-03-2021
Thoothukudi,56337,55800,128,409,11-03-2021
Tirunelveli,49405,48842,130,433,11-03-2021
Tiruppur,95608,93883,743,982,11-03-2021
Trichy,77634,76156,418,1060,11-03-2021
Vellore,49917,48594,191,1132,11-03-2021
Villupuram,45890,45414,120,356,11-03-2021
Virudhunagar,46306,45702,56,548,11-03-2021
AirportSurveillance(International),1028,1025,2,1,11-03-2021
AirportSurveillance(Domestic),1085,1083,1,1,11-03-2021
RailwaySurveillance,428,428,0,0,11-03-2021
Ariyalur,16867,16561,45,261,11-04-2021
Chengalpattu,172120,168700,908,2512,11-04-2021
Chennai,555085,545223,1304,8558,11-04-2021
Coimbatore,247229,243574,1232,2423,11-04-2021
Cuddalore,64152,63085,197,870,11-04-2021
Dharmapuri,28486,28040,170,276,11-04-2021
Dindigul,33115,32390,78,647,11-04-2021
Erode,104573,103159,726,688,11-04-2021
Kallakurichi,31410,31103,97,210,11-04-2021
Kancheepuram,75089,73494,337,1258,11-04-2021
Kanyakumari,62440,61185,205,1050,11-04-2021
Karur,24183,23599,227,357,11-04-2021
Krishnagiri,43631,43088,193,350,11-04-2021
Madurai,75259,73936,147,1176,11-04-2021
Mayiladuthurai,23292,22925,51,316,11-04-2021
Nagapattinam,21119,20615,155,349,11-04-2021
Namakkal,52429,51463,465,501,11-04-2021
Nilgiris,33650,33238,199,213,11-04-2021
Perambalur,12073,11797,32,244,11-04-2021
Pudukottai,30215,29678,121,416,11-04-2021
Ramanathapuram,20575,20185,31,359,11-04-2021
Ranipet,43470,42596,99,775,11-04-2021
Salem,100130,97847,596,1687,11-04-2021
Sivagangai,20245,19913,125,207,11-04-2021
Tenkasi,27371,26850,36,485,11-04-2021
Thanjavur,75502,74072,452,978,11-04-2021
Theni,43581,43032,28,521,11-04-2021
Thirupathur,29324,28629,70,625,11-04-2021
Thiruvallur,119503,117297,364,1842,11-04-2021
Thiruvannamalai,55030,54191,171,668,11-04-2021
Thiruvarur,41555,40854,255,446,11-04-2021
Thoothukudi,56349,55814,126,409,11-04-2021
Tirunelveli,49418,48853,132,433,11-04-2021
Tiruppur,95672,93954,735,983,11-04-2021
Trichy,77665,76190,415,1060,11-04-2021
Vellore,49932,48610,190,1132,11-04-2021
Villupuram,45903,45423,124,356,11-04-2021
Virudhunagar,46310,45708,54,548,11-04-2021
AirportSurveillance(International),1028,1025,2,1,11-04-2021
AirportSurveillance(Domestic),1085,1083,1,1,11-04-2021
RailwaySurveillance,428,428,0,0,11-04-2021
Ariyalur,16869,16563,45,261,11-05-2021
Chengalpattu,172205,168798,894,2513,11-05-2021
Chennai,555181,545355,1265,8561,11-05-2021
Coimbatore,247331,243698,1208,2425,11-05-2021
Cuddalore,64167,63104,193,870,11-05-2021
Dharmapuri,28500,28056,168,276,11-05-2021
Dindigul,33119,32398,74,647,11-05-2021
Erode,104641,103218,734,689,11-05-2021
Kallakurichi,31417,31109,98,210,11-05-2021
Kancheepuram,75117,73527,332,1258,11-05-2021
Kanyakumari,62459,61205,204,1050,11-05-2021
Karur,24200,23614,228,358,11-05-2021
Krishnagiri,43643,43099,194,350,11-05-2021
Madurai,75269,73950,142,1177,11-05-2021
Mayiladuthurai,23292,22934,42,316,11-05-2021
Nagapattinam,21129,20632,147,350,11-05-2021
Namakkal,52472,51512,458,502,11-05-2021
Nilgiris,33669,33245,211,213,11-05-2021
Perambalur,12073,11800,29,244,11-05-2021
Pudukottai,30216,29688,112,416,11-05-2021
Ramanathapuram,20575,20186,30,359,11-05-2021
Ranipet,43473,42601,97,775,11-05-2021
Salem,100186,97892,606,1688,11-05-2021
Sivagangai,20254,19926,121,207,11-05-2021
Tenkasi,27376,26852,39,485,11-05-2021
Thanjavur,75537,74115,444,978,11-05-2021
Theni,43583,43036,26,521,11-05-2021
Thirupathur,29328,28635,68,625,11-05-2021
Thiruvallur,119537,117331,364,1842,11-05-2021
Thiruvannamalai,55042,54212,162,668,11-05-2021
Thiruvarur,41572,40878,247,447,11-05-2021
Thoothukudi,56358,55824,125,409,11-05-2021
Tirunelveli,49428,48861,134,433,11-05-2021
Tiruppur,95735,94030,722,983,11-05-2021
Trichy,77693,76226,407,1060,11-05-2021
Vellore,49947,48622,193,1132,11-05-2021
Villupuram,45915,45439,120,356,11-05-2021
Virudhunagar,46319,45712,59,548,11-05-2021
AirportSurveillance(International),1028,1025,2,1,11-05-2021
AirportSurveillance(Domestic),1085,1083,1,1,11-05-2021
RailwaySurveillance,428,428,0,0,11-05-2021
Ariyalur,16870,16566,43,261,11-06-2021
Chengalpattu,172284,168892,879,2513,11-06-2021
Chennai,555305,545492,1251,8562,11-06-2021
Coimbatore,247431,243824,1179,2428,11-06-2021
Cuddalore,64180,63125,185,870,11-06-2021
Dharmapuri,28518,28073,169,276,11-06-2021
Dindigul,33125,32405,73,647,11-06-2021
Erode,104693,103279,724,690,11-06-2021
Kallakurichi,31422,31113,99,210,11-06-2021
Kancheepuram,75142,73558,326,1258,11-06-2021
Kanyakumari,62476,61223,203,1050,11-06-2021
Karur,24222,23634,229,359,11-06-2021
Krishnagiri,43654,43108,196,350,11-06-2021
Madurai,75281,73962,142,1177,11-06-2021
Mayiladuthurai,23295,22939,40,316,11-06-2021
Nagapattinam,21136,20647,139,350,11-06-2021
Namakkal,52511,51557,452,502,11-06-2021
Nilgiris,33686,33255,218,213,11-06-2021
Perambalur,12075,11802,29,244,11-06-2021
Pudukottai,30223,29693,114,416,11-06-2021
Ramanathapuram,20575,20187,29,359,11-06-2021
Ranipet,43475,42605,95,775,11-06-2021
Salem,100241,97943,610,1688,11-06-2021
Sivagangai,20261,19934,120,207,11-06-2021
Tenkasi,27378,26854,39,485,11-06-2021
Thanjavur,75567,74154,433,980,11-06-2021
Theni,43585,43040,24,521,11-06-2021
Thirupathur,29332,28641,66,625,11-06-2021
Thiruvallur,119573,117363,368,1842,11-06-2021
Thiruvannamalai,55050,54235,147,668,11-06-2021
Thiruvarur,41588,40904,237,447,11-06-2021
Thoothukudi,56365,55835,121,409,11-06-2021
Tirunelveli,49436,48867,136,433,11-06-2021
Tiruppur,95805,94109,713,983,11-06-2021
Trichy,77723,76264,398,1061,11-06-2021
Vellore,49957,48638,186,1133,11-06-2021
Villupuram,45924,45452,116,356,11-06-2021
Virudhunagar,46325,45720,57,548,11-06-2021
AirportSurveillance(International),1028,1025,2,1,11-06-2021
AirportSurveillance(Domestic),1085,1083,1,1,11-06-2021
RailwaySurveillance,428,428,0,0,11-06-2021
Ariyalur,16874,16570,43,261,11-07-2021
Chengalpattu,172358,168979,866,2513,11-07-2021
Chennai,555431,545626,1243,8562,11-07-2021
Coimbatore,247528,243936,1162,2430,11-07-2021
Cuddalore,64192,63141,181,870,11-07-2021
Dharmapuri,28536,28091,169,276,11-07-2021
Dindigul,33127,32413,67,647,11-07-2021
Erode,104760,103331,738,691,11-07-2021
Kallakurichi,31428,31116,102,210,11-07-2021
Kancheepuram,75168,73592,318,1258,11-07-2021
Kanyakumari,62494,61238,206,1050,11-07-2021
Karur,24244,23645,240,359,11-07-2021
Krishnagiri,43664,43127,187,350,11-07-2021
Madurai,75292,73972,142,1178,11-07-2021
Mayiladuthurai,23303,22945,42,316,11-07-2021
Nagapattinam,21143,20664,129,350,11-07-2021
Namakkal,52546,51594,450,502,11-07-2021
Nilgiris,33700,33269,218,213,11-07-2021
Perambalur,12078,11807,27,244,11-07-2021
Pudukottai,30227,29705,106,416,11-07-2021
Ramanathapuram,20577,20189,29,359,11-07-2021
Ranipet,43479,42612,92,775,11-07-2021
Salem,100292,98001,603,1688,11-07-2021
Sivagangai,20266,19939,119,208,11-07-2021
